raw_id,title_raw,title_norm,words_raw,decisions_raw,decisions_norm_json,num_aspects,label_signature,parse_issue,num_invalid_labels
3637,Analyst View: Frontline banking stocks trading below psychological levels,Analyst View: Frontline banking stocks trading below psychological levels,9,"{""Frontline banking stocks"": ""negative""}","{""Frontline banking stocks"": ""negative""}",1,negative,ok,0
3638,Andhra Bank net profit down 36% as provisions doubles,Andhra Bank net profit down 36% as provisions doubles,9,"{""Andhra Bank"": ""negative""}","{""Andhra Bank"": ""negative""}",1,negative,ok,0
3639,Appreciating rupee responsible for CNX IT downfall: Pankaj Pandey,Appreciating rupee responsible for CNX IT downfall: Pankaj Pandey,9,"{""rupee"": ""positive"", ""CNX IT"": ""negative""}","{""CNX IT"": ""negative"", ""rupee"": ""positive""}",2,negative+positive,ok,0
3640,ARM leads FTSE lower; investors cautious before Scotland votes,ARM leads FTSE lower; investors cautious before Scotland votes,9,"{""FTSE"": ""negative"", ""ARM"": ""negative""}","{""ARM"": ""negative"", ""FTSE"": ""negative""}",2,negative,ok,0
3641,Ashok Leyland Q3 net loss at Rs 167 crore,Ashok Leyland Q3 net loss at Rs 167 crore,9,"{""Ashok Leyland"": ""neutral""}","{""Ashok Leyland"": ""neutral""}",1,neutral,ok,0
3642,Ashok Leyland reports Rs 25 crore loss in Q2,Ashok Leyland reports Rs 25 crore loss in Q2,9,"{""Ashok Leyland"": ""neutral""}","{""Ashok Leyland"": ""neutral""}",1,neutral,ok,0
3643,Asia shares edged lower ahead of US jobs figures,Asia shares edged lower ahead of US jobs figures,9,"{""Asia shares"": ""negative""}","{""Asia shares"": ""negative""}",1,negative,ok,0
3644,Asia stocks slip as China service data sours mood,Asia stocks slip as China service data sours mood,9,"{""Asia stocks"": ""negative""}","{""Asia stocks"": ""negative""}",1,negative,ok,0
3645,Asian shares fall as Malaysia jet downing hits sentiment,Asian shares fall as Malaysia jet downing hits sentiment,9,"{""Asian shares"": ""negative""}","{""Asian shares"": ""negative""}",1,negative,ok,0
3646,Assocham urges government to probe price manipulation at NCDEX,Assocham urges government to probe price manipulation at NCDEX,9,"{""NCDEX"": ""negative""}","{""NCDEX"": ""negative""}",1,negative,ok,0
3647,AstraZeneca Pharma Q1 net loss at Rs 8 crore,AstraZeneca Pharma Q1 net loss at Rs 8 crore,9,"{""AstraZeneca Pharma"": ""neutral""}","{""AstraZeneca Pharma"": ""neutral""}",1,neutral,ok,0
3648,Aurobindo Pharma's longer term trend turned down: Deepak Mohoni,Aurobindo Pharma's longer term trend turned down: Deepak Mohoni,9,"{""Aurobindo Pharma"": ""negative""}","{""Aurobindo Pharma"": ""negative""}",1,negative,ok,0
3649,"Australia shares dip to 2-week lows on banks, miners","Australia shares dip to 2-week lows on banks, miners",9,"{""Australia shares"": ""negative""}","{""Australia shares"": ""negative""}",1,negative,ok,0
3650,Australian dollar drops to 5.5-year low after ECB move,Australian dollar drops to 5.5-year low after ECB move,9,"{""Australian dollar"": ""negative""}","{""Australian dollar"": ""negative""}",1,negative,ok,0
3651,Australian dollar hits 4-1/2-year low on China growth worries,Australian dollar hits 4-1/2-year low on China growth worries,9,"{""Australian dollar"": ""negative""}","{""Australian dollar"": ""negative""}",1,negative,ok,0
3652,Avantha Holdings Ltd to sell 7% in Crompton Greaves,Avantha Holdings Ltd to sell 7% in Crompton Greaves,9,"{""Crompton Greaves"": ""negative"", ""Avantha Holdings"": ""neutral""}","{""Avantha Holdings"": ""neutral"", ""Crompton Greaves"": ""negative""}",2,negative+neutral,ok,0
3653,Avoid metals until clarity on coal block allocation: Analysts,Avoid metals until clarity on coal block allocation: Analysts,9,"{""metals"": ""negative""}","{""metals"": ""negative""}",1,negative,ok,0
3654,"Avoid Tech Mahindra: Sandeep Wagle, APTART Technical Advisory Services","Avoid Tech Mahindra: Sandeep Wagle, APTART Technical Advisory Services",9,"{""Tech Mahindra"": ""negative"", ""APTART Technical Advisory Services"": ""neutral""}","{""APTART Technical Advisory Services"": ""neutral"", ""Tech Mahindra"": ""negative""}",2,negative+neutral,ok,0
3655,Bajaj Auto falls over 2.5% as Nigeria devalues currency,Bajaj Auto falls over 2.5% as Nigeria devalues currency,9,"{""Bajaj Auto"": ""negative""}","{""Bajaj Auto"": ""negative""}",1,negative,ok,0
3656,"Bajaj Finserv rights issue at Rs 650/share, stock down","Bajaj Finserv rights issue at Rs 650/share, stock down",9,"{""Bajaj Finserv"": ""negative""}","{""Bajaj Finserv"": ""negative""}",1,negative,ok,0
3657,Balasore Alloys faces shutdown by year-end over power arrears,Balasore Alloys faces shutdown by year-end over power arrears,9,"{""Balasore Alloys"": ""negative""}","{""Balasore Alloys"": ""negative""}",1,negative,ok,0
3658,Banks reduce lending to mills as sugar prices fall,Banks reduce lending to mills as sugar prices fall,9,"{""mills"": ""negative""}","{""mills"": ""negative""}",1,negative,ok,0
3659,Bears beat bulls - are markets in downward spiral?,Bears beat bulls - are markets in downward spiral?,9,"{""markets"": ""negative""}","{""markets"": ""negative""}",1,negative,ok,0
3660,BEML will go as low as 540: Ashwani Gujral,BEML will go as low as 540: Ashwani Gujral,9,"{""BEML"": ""negative""}","{""BEML"": ""negative""}",1,negative,ok,0
3661,Better to avoid sugar stocks for now: Gaurang Shah,Better to avoid sugar stocks for now: Gaurang Shah,9,"{""sugar stocks"": ""negative""}","{""sugar stocks"": ""negative""}",1,negative,ok,0
3662,BoB Q2 numbers pathetic; expect further downside:  Chokkalingam,BoB Q2 numbers pathetic; expect further downside: Chokkalingam,9,"{""BoB"": ""negative""}","{""BoB"": ""negative""}",1,negative,ok,0
3663,BofA-ML sees over 20% downside in Amara Raja Batteries,BofA-ML sees over 20% downside in Amara Raja Batteries,9,"{""Amara Raja Batteries"": ""negative"", ""BofA-ML"": ""neutral""}","{""Amara Raja Batteries"": ""negative"", ""BofA-ML"": ""neutral""}",2,negative+neutral,ok,0
3664,"Bond investors factor in rate cut, yields head lower","Bond investors factor in rate cut, yields head lower",9,"{""Bond"": ""positive""}","{""Bond"": ""positive""}",1,positive,ok,0
3665,BP shares in focus after US doubles spill estimate,BP shares in focus after US doubles spill estimate,9,"{""BP"": ""negative""}","{""BP"": ""negative""}",1,negative,ok,0
3666,Brazil's leftover coffee sales may send ICE Futures lower,Brazil's leftover coffee sales may send ICE Futures lower,9,"{""ICE Futures"": ""negative""}","{""ICE Futures"": ""negative""}",1,negative,ok,0
3667,Brent crude falls below $84 on global growth concerns,Brent crude falls below $84 on global growth concerns,9,"{""Brent crude"": ""negative""}","{""Brent crude"": ""negative""}",1,negative,ok,0
3668,Brent falls below $60 for first time since 2009,Brent falls below $60 for first time since 2009,9,"{""Brent"": ""negative""}","{""Brent"": ""negative""}",1,negative,ok,0
3669,British pound hits 14-month low after dovish BoE report,British pound hits 14-month low after dovish BoE report,9,"{""British pound"": ""negative""}","{""British pound"": ""negative""}",1,negative,ok,0
3670,Brokerages lower ITC target price as Q3 results disappoint,Brokerages lower ITC target price as Q3 results disappoint,9,"{""ITC"": ""negative""}","{""ITC"": ""negative""}",1,negative,ok,0
3671,Brokerages remain bearish on HUL as growth challenges remain,Brokerages remain bearish on HUL as growth challenges remain,9,"{""HUL"": ""negative""}","{""HUL"": ""negative""}",1,negative,ok,0
3672,Brokers call: Morgan Stanley stays underweight on Hero MotoCorp,Brokers call: Morgan Stanley stays underweight on Hero MotoCorp,9,"{""Hero MotoCorp"": ""negative""}","{""Hero MotoCorp"": ""negative""}",1,negative,ok,0
3673,"Broking firms lower earnings estimates for Nifty, Sensex companies","Broking firms lower earnings estimates for Nifty, Sensex companies",9,"{""Nifty"": ""negative"", ""Sensex"": ""negative""}","{""Nifty"": ""negative"", ""Sensex"": ""negative""}",2,negative,ok,0
3674,"Cairn India falls post Q1 results, loan to Vedanta","Cairn India falls post Q1 results, loan to Vedanta",9,"{""Cairn India"": ""negative""}","{""Cairn India"": ""negative""}",1,negative,ok,0
3675,Cairn India Q3 net drops 14% on forex losses,Cairn India Q3 net drops 14% on forex losses,9,"{""Cairn India"": ""negative""}","{""Cairn India"": ""negative""}",1,negative,ok,0
3676,Capital goods stocks may lead markets down: Ashwani Gujral,Capital goods stocks may lead markets down: Ashwani Gujral,9,"{""Capital goods stocks"": ""negative""}","{""Capital goods stocks"": ""negative""}",1,negative,ok,0
3677,Cardamom futures decline 0.71 per cent  on profit-booking,Cardamom futures decline 0.71 per cent on profit-booking,9,"{""Cardamom futures"": ""negative""}","{""Cardamom futures"": ""negative""}",1,negative,ok,0
3678,Cardamom futures decline 1.01 per cent on subdued demand,Cardamom futures decline 1.01 per cent on subdued demand,9,"{""Cardamom futures"": ""negative""}","{""Cardamom futures"": ""negative""}",1,negative,ok,0
3679,"Cardamom futures extend losses, down 0.55% on adequate stocks","Cardamom futures extend losses, down 0.55% on adequate stocks",9,"{""Cardamom futures"": ""negative""}","{""Cardamom futures"": ""negative""}",1,negative,ok,0
3680,Chana futures decline 0.25 per cent on increased supplies,Chana futures decline 0.25 per cent on increased supplies,9,"{""Chana futures"": ""negative""}","{""Chana futures"": ""negative""}",1,negative,ok,0
3681,Cheap imports key concern for tyre makers: Sachin Shah,Cheap imports key concern for tyre makers: Sachin Shah,9,"{""tyre makers"": ""negative""}","{""tyre makers"": ""negative""}",1,negative,ok,0
3682,"Chennai Petroleum shuts refinery due to flooding, shares down","Chennai Petroleum shuts refinery due to flooding, shares down",9,"{""Chennai Petroleum"": ""negative""}","{""Chennai Petroleum"": ""negative""}",1,negative,ok,0
3683,"China yuan eases, loses 0.1 per cent on week","China yuan eases, loses 0.1 per cent on week",9,"{""China yuan"": ""negative""}","{""China yuan"": ""negative""}",1,negative,ok,0
3684,CIL shares fall over 2 per cent post earnings,CIL shares fall over 2 per cent post earnings,9,"{""CIL"": ""negative""}","{""CIL"": ""negative""}",1,negative,ok,0
3685,Comex gold prices inch lower in early noon trades,Comex gold prices inch lower in early noon trades,9,"{""Comex"": ""negative""}","{""Comex"": ""negative""}",1,negative,ok,0
3686,"Commodity prices fall on oversupply, results of Greece referendum","Commodity prices fall on oversupply, results of Greece referendum",9,"{""Commodity"": ""negative""}","{""Commodity"": ""negative""}",1,negative,ok,0
3687,Consumption stocks and midcaps the weakest sectors: Ashwani Gujral,Consumption stocks and midcaps the weakest sectors: Ashwani Gujral,9,"{""Consumption stocks"": ""negative"", ""midcaps"": ""negative""}","{""Consumption stocks"": ""negative"", ""midcaps"": ""negative""}",2,negative,ok,0
3688,"Copper futures fall 0.08% on Asian cues, weak demand","Copper futures fall 0.08% on Asian cues, weak demand",9,"{""Copper futures"": ""negative""}","{""Copper futures"": ""negative""}",1,negative,ok,0
3689,"Coriander down 1.30 pc on weak demand, adequate supply","Coriander down 1.30 pc on weak demand, adequate supply",9,"{""Coriander"": ""negative""}","{""Coriander"": ""negative""}",1,negative,ok,0
3690,Crisis Call: Amtek auto admits temporary cash flow mismatch,Crisis Call: Amtek auto admits temporary cash flow mismatch,9,"{""Amtek auto"": ""negative""}","{""Amtek auto"": ""negative""}",1,negative,ok,0
3691,Crompton Greaves dips on worries over likely Q3 loss,Crompton Greaves dips on worries over likely Q3 loss,9,"{""Crompton Greaves"": ""negative""}","{""Crompton Greaves"": ""negative""}",1,negative,ok,0
3692,Crude oil futures down 0.23% on weak Asian trend,Crude oil futures down 0.23% on weak Asian trend,9,"{""Crude oil futures"": ""negative""}","{""Crude oil futures"": ""negative""}",1,negative,ok,0
3693,Crude oil futures plunge 2.57% on weak Asian cues,Crude oil futures plunge 2.57% on weak Asian cues,9,"{""Crude oil futures"": ""negative""}","{""Crude oil futures"": ""negative""}",1,negative,ok,0
3694,Crude palm oil futures decline 0.34% on sluggish demand,Crude palm oil futures decline 0.34% on sluggish demand,9,"{""Crude palm oil futures"": ""negative""}","{""Crude palm oil futures"": ""negative""}",1,negative,ok,0
3695,Crude palm oil prices decline 0.45% on sluggish demand,Crude palm oil prices decline 0.45% on sluggish demand,9,"{""Crude palm oil"": ""negative""}","{""Crude palm oil"": ""negative""}",1,negative,ok,0
3696,"Crudes slide continues, oil companies' shares fall in sync","Crudes slide continues, oil companies' shares fall in sync",9,"{""Crudes"": ""negative""}","{""Crudes"": ""negative""}",1,negative,ok,0
3697,Dalmia Bharat posts Rs 12.39 crore loss in Q3,Dalmia Bharat posts Rs 12.39 crore loss in Q3,9,"{""Dalmia Bharat"": ""negative""}","{""Dalmia Bharat"": ""negative""}",1,negative,ok,0
3698,Decline in China currency Yuan could fan trade tensions,Decline in China currency Yuan could fan trade tensions,9,"{""Yuan"": ""negative""}","{""Yuan"": ""negative""}",1,negative,ok,0
3699,DEN Networks rallies as RBI hikes FII investment limit,DEN Networks rallies as RBI hikes FII investment limit,9,"{""DEN Networks"": ""positive""}","{""DEN Networks"": ""positive""}",1,positive,ok,0
3700,Dhanteras: Demand slump dampens festival; gold fever cools down,Dhanteras: Demand slump dampens festival; gold fever cools down,9,"{""gold"": ""negative""}","{""gold"": ""negative""}",1,negative,ok,0
3701,Disappointing Q4 show pulls DLF down to 2-year low,Disappointing Q4 show pulls DLF down to 2-year low,9,"{""DLF"": ""negative""}","{""DLF"": ""negative""}",1,negative,ok,0
3702,DLF IPO disclosure case: Sebi imposes Rs 85-crore penalties,DLF IPO disclosure case: Sebi imposes Rs 85-crore penalties,9,"{""DLF"": ""negative""}","{""DLF"": ""negative""}",1,negative,ok,0
3703,Do not prefer Polaris at current valuation: Sudip Bandyopadhyay,Do not prefer Polaris at current valuation: Sudip Bandyopadhyay,9,"{""Polaris"": ""negative""}","{""Polaris"": ""negative""}",1,negative,ok,0
3704,Do not see Ranbaxy crossing Rs 450: Sandeep Wagle,Do not see Ranbaxy crossing Rs 450: Sandeep Wagle,9,"{""Ranbaxy"": ""negative""}","{""Ranbaxy"": ""negative""}",1,negative,ok,0
3705,Dollar slips after US Federal more dovish than expected,Dollar slips after US Federal more dovish than expected,9,"{""Dollar"": ""negative""}","{""Dollar"": ""negative""}",1,negative,ok,0
3706,Dollar wilts in wake of downbeat US GDP revision,Dollar wilts in wake of downbeat US GDP revision,9,"{""Dollar"": ""negative""}","{""Dollar"": ""negative""}",1,negative,ok,0
3707,Dollar wobbles on track for half-year loss vs yen,Dollar wobbles on track for half-year loss vs yen,9,"{""Dollar"": ""negative""}","{""Dollar"": ""negative""}",1,negative,ok,0
3708,Downside of 105-110 levels possible for PFC: Ashwani Gujral,Downside of 105-110 levels possible for PFC: Ashwani Gujral,9,"{""PFC"": ""negative""}","{""PFC"": ""negative""}",1,negative,ok,0
3709,"Drug makers slump; US FDA scrutiny, weak earnings weigh","Drug makers slump; US FDA scrutiny, weak earnings weigh",9,"{""Drug makers"": ""negative""}","{""Drug makers"": ""negative""}",1,negative,ok,0
3710,DTC proposal to create volatility in stock markets: Analysts,DTC proposal to create volatility in stock markets: Analysts,9,"{""DTC"": ""negative""}","{""DTC"": ""negative""}",1,negative,ok,0
3711,Egypt may extend gains; more earnings misses in Gulf,Egypt may extend gains; more earnings misses in Gulf,9,"{""Egypt"": ""positive"", ""Gulf"": ""negative""}","{""Egypt"": ""positive"", ""Gulf"": ""negative""}",2,negative+positive,ok,0
3712,Egypt stock market plunges on reports of new taxes,Egypt stock market plunges on reports of new taxes,9,"{""Egypt stock market"": ""negative""}","{""Egypt stock market"": ""negative""}",1,negative,ok,0
3713,EID Parry posts Rs 103.08 cr loss for Apr-Jun,EID Parry posts Rs 103.08 cr loss for Apr-Jun,9,"{""EID Parry"": ""negative""}","{""EID Parry"": ""negative""}",1,negative,ok,0
3714,Engineers India FPO gets lukewarm response on Day 1,Engineers India FPO gets lukewarm response on Day 1,9,"{""Engineers India"": ""negative""}","{""Engineers India"": ""negative""}",1,negative,ok,0
3715,"Entire midcap IT sector would underperform: Hemang Jani, Sharekhan","Entire midcap IT sector would underperform: Hemang Jani, Sharekhan",9,"{""midcap IT sector"": ""negative""}","{""midcap IT sector"": ""negative""}",1,negative,ok,0
3716,Era Infra Engineering plunges into red on lower sales,Era Infra Engineering plunges into red on lower sales,9,"{""Era Infra Engineering"": ""negative""}","{""Era Infra Engineering"": ""negative""}",1,negative,ok,0
3717,Essar stocks fall; group signs pacts with Russian firms,Essar stocks fall; group signs pacts with Russian firms,9,"{""Essar stocks"": ""negative""}","{""Essar stocks"": ""negative""}",1,negative,ok,0
3718,"Euro slides to 11-month low against yen, volatility rises","Euro slides to 11-month low against yen, volatility rises",9,"{""Euro"": ""negative""}","{""Euro"": ""negative""}",1,negative,ok,0
3719,Euro-dollar trades sideways amid lack of interest in pair,Euro-dollar trades sideways amid lack of interest in pair,9,"{""Euro-dollar"": ""negative""}","{""Euro-dollar"": ""negative""}",1,negative,ok,0
3720,European shares fall for fourth session in a row,European shares fall for fourth session in a row,9,"{""European shares"": ""negative""}","{""European shares"": ""negative""}",1,negative,ok,0
3721,European shares head for first weekly drop since April,European shares head for first weekly drop since April,9,"{""European shares"": ""negative""}","{""European shares"": ""negative""}",1,negative,ok,0
3722,"European shares hit 13-month low on growth, deflation worries","European shares hit 13-month low on growth, deflation worries",9,"{""European shares"": ""negative""}","{""European shares"": ""negative""}",1,negative,ok,0
3723,"Europe's low-rated bonds stutter on China, Greek stock nerves","Europe's low-rated bonds stutter on China, Greek stock nerves",9,"{""China, Greek stock"": ""negative""}","{""China, Greek stock"": ""negative""}",1,negative,ok,0
3724,Exit of hot money could put pressure on rupee,Exit of hot money could put pressure on rupee,9,"{""rupee"": ""negative""}","{""rupee"": ""negative""}",1,negative,ok,0
3725,"F&O Tracker: Foxed by market slide, traders unwind longs","F&O Tracker: Foxed by market slide, traders unwind longs",9,"{""market"": ""negative""}","{""market"": ""negative""}",1,negative,ok,0
3726,F&O volumes plunge as VIX sinks to new low,F&O volumes plunge as VIX sinks to new low,9,"{""VIX"": ""negative""}","{""VIX"": ""negative""}",1,negative,ok,0
3727,F&O: Nifty likely to face resistance at 5100 level,F&O: Nifty likely to face resistance at 5100 level,9,"{""Nifty"": ""negative""}","{""Nifty"": ""negative""}",1,negative,ok,0
3728,"FII inflows slowing, tough times ahead for Dalal Street?","FII inflows slowing, tough times ahead for Dalal Street?",9,"{""Dalal Street"": ""negative""}","{""Dalal Street"": ""negative""}",1,negative,ok,0
3729,Five reasons why investors should stay away from Infosys,Five reasons why investors should stay away from Infosys,9,"{""Infosys"": ""negative""}","{""Infosys"": ""negative""}",1,negative,ok,0
3730,Forecasters see rupee weakening to 59.5 by March 2014,Forecasters see rupee weakening to 59.5 by March 2014,9,"{""rupee"": ""negative""}","{""rupee"": ""negative""}",1,negative,ok,0
3731,Forex losses trim 8pc of Nifty companies' profits: Crisil,Forex losses trim 8pc of Nifty companies' profits: Crisil,9,"{""Nifty"": ""negative""}","{""Nifty"": ""negative""}",1,negative,ok,0
3732,FTSE falls as Hong Kong unrest hits Asia-exposed stocks,FTSE falls as Hong Kong unrest hits Asia-exposed stocks,9,"{""FTSE"": ""negative""}","{""FTSE"": ""negative""}",1,negative,ok,0
3733,Global LNG-Asian prices continue to slide on weak demand,Global LNG-Asian prices continue to slide on weak demand,9,"{""Global LNG-Asian"": ""negative""}","{""Global LNG-Asian"": ""negative""}",1,negative,ok,0
3734,Global LNG-Prices drop to lowest levels since April 2011,Global LNG-Prices drop to lowest levels since April 2011,9,"{""Global LNG"": ""negative""}","{""Global LNG"": ""negative""}",1,negative,ok,0
3735,GMR posts Rs 593-crore consolidated loss for June quarter,GMR posts Rs 593-crore consolidated loss for June quarter,9,"{""GMR"": ""neutral""}","{""GMR"": ""neutral""}",1,neutral,ok,0
3736,"Gold below $1,300 on stronger dollar, interest rate fears","Gold below $1,300 on stronger dollar, interest rate fears",9,"{""dollar"": ""positive"", ""Gold"": ""negative""}","{""Gold"": ""negative"", ""dollar"": ""positive""}",2,negative+positive,ok,0
3737,Gold declines after 17-week high spurs selling by traders,Gold declines after 17-week high spurs selling by traders,9,"{""Gold"": ""negative""}","{""Gold"": ""negative""}",1,negative,ok,0
3738,Gold futures decline 0.18 per cent on global cues,Gold futures decline 0.18 per cent on global cues,9,"{""Gold futures"": ""negative""}","{""Gold futures"": ""negative""}",1,negative,ok,0
3739,Google shares tumbles 2.3 per cent as profit dips,Google shares tumbles 2.3 per cent as profit dips,9,"{""Google"": ""negative""}","{""Google"": ""negative""}",1,negative,ok,0
3740,Grasim Industry Q2 net down to Rs 346 crore,Grasim Industry Q2 net down to Rs 346 crore,9,"{""Grasim Industry"": ""negative""}","{""Grasim Industry"": ""negative""}",1,negative,ok,0
3741,Greeks brace for stock market carnage after five-week shutdown,Greeks brace for stock market carnage after five-week shutdown,9,"{""stock market"": ""negative""}","{""stock market"": ""negative""}",1,negative,ok,0
3742,Guargum futures decline over 2% on weak spot cues,Guargum futures decline over 2% on weak spot cues,9,"{""Guargum futures"": ""negative""}","{""Guargum futures"": ""negative""}",1,negative,ok,0
3743,Guarseed slips in futures trade on weak export demand,Guarseed slips in futures trade on weak export demand,9,"{""Guarseed"": ""negative""}","{""Guarseed"": ""negative""}",1,negative,ok,0
3744,Gur prices decline on heavy supply of new gur,Gur prices decline on heavy supply of new gur,9,"{""Gur"": ""negative""}","{""Gur"": ""negative""}",1,negative,ok,0
3745,Hefty fine for 'insider trade' looms over Reliance Industries,Hefty fine for 'insider trade' looms over Reliance Industries,9,"{""Reliance Industries"": ""negative""}","{""Reliance Industries"": ""negative""}",1,negative,ok,0
3746,High pressure on pharma margins; buy JB Chemicals: Sharekhan,High pressure on pharma margins; buy JB Chemicals: Sharekhan,9,"{""JB Chemicals"": ""positive"", ""pharma"": ""negative""}","{""JB Chemicals"": ""positive"", ""pharma"": ""negative""}",2,negative+positive,ok,0
3747,Hindalco's profit after tax expected to decline by 33%,Hindalco's profit after tax expected to decline by 33%,9,"{""Hindalco"": ""negative""}","{""Hindalco"": ""negative""}",1,negative,ok,0
3748,"Hong Kong shares at 2-1/2-month low, unrest unnerves investors","Hong Kong shares at 2-1/2-month low, unrest unnerves investors",9,"{""Hong Kong shares"": ""negative""}","{""Hong Kong shares"": ""negative""}",1,negative,ok,0
3749,"Hong Kong shares close down on China, global jitters","Hong Kong shares close down on China, global jitters",9,"{""Hong Kong shares"": ""negative""}","{""Hong Kong shares"": ""negative""}",1,negative,ok,0
3750,Hong Kong shares slip as Wall Street cools off,Hong Kong shares slip as Wall Street cools off,9,"{""Hong Kong shares"": ""negative""}","{""Hong Kong shares"": ""negative""}",1,negative,ok,0
3751,HPCL shares fall 2.5% as gross refining margins disappoint,HPCL shares fall 2.5% as gross refining margins disappoint,9,"{""HPCL"": ""negative""}","{""HPCL"": ""negative""}",1,negative,ok,0
3752,"HUL's Q2 profit flat, sales grow marginally, below expectations","HUL's Q2 profit flat, sales grow marginally, below expectations",9,"{""HUL"": ""negative""}","{""HUL"": ""negative""}",1,negative,ok,0
3753,"IDFC shares fall on profit-taking, cut in FII limit","IDFC shares fall on profit-taking, cut in FII limit",9,"{""IDFC"": ""negative""}","{""IDFC"": ""negative""}",1,negative,ok,0
3754,Indian Overseas Bank Q2 loss at Rs 245 crore,Indian Overseas Bank Q2 loss at Rs 245 crore,9,"{""Indian Overseas Bank"": ""neutral""}","{""Indian Overseas Bank"": ""neutral""}",1,neutral,ok,0
3755,Indices plumb new lows after US stocks post record,Indices plumb new lows after US stocks post record,9,"{""Indices"": ""negative""}","{""Indices"": ""negative""}",1,negative,ok,0
3756,Infosys slips after Citi downgrades stock ahead of results,Infosys slips after Citi downgrades stock ahead of results,9,"{""Infosys"": ""negative"", ""Citi"": ""neutral""}","{""Citi"": ""neutral"", ""Infosys"": ""negative""}",2,negative+neutral,ok,0
3757,Infotech Enterprises Q4 profit slides 23% in March quarter,Infotech Enterprises Q4 profit slides 23% in March quarter,9,"{""Infotech Enterprises"": ""negative""}","{""Infotech Enterprises"": ""negative""}",1,negative,ok,0
3758,International Energy Agency sees low oil prices until 2020,International Energy Agency sees low oil prices until 2020,9,"{""oil"": ""negative"", ""International Energy Agency"": ""neutral""}","{""International Energy Agency"": ""neutral"", ""oil"": ""negative""}",2,negative+neutral,ok,0
3759,IOB net profit down 73.81% to Rs 102 crore,IOB net profit down 73.81% to Rs 102 crore,9,"{""IOB"": ""negative""}","{""IOB"": ""negative""}",1,negative,ok,0
3760,IOB Q4 net profit declines at Rs 58.60 crore,IOB Q4 net profit declines at Rs 58.60 crore,9,"{""IOB"": ""negative""}","{""IOB"": ""negative""}",1,negative,ok,0
3761,IOC reports Rs 961-crore net loss in December quarter,IOC reports Rs 961-crore net loss in December quarter,9,"{""IOC"": ""neutral""}","{""IOC"": ""neutral""}",1,neutral,ok,0
3762,IOC shares down 2.5% on sluggish December quarter earnings,IOC shares down 2.5% on sluggish December quarter earnings,9,"{""IOC"": ""negative""}","{""IOC"": ""negative""}",1,negative,ok,0
3763,Iron ore eyes longest weekly losing streak since 2012,Iron ore eyes longest weekly losing streak since 2012,9,"{""Iron ore"": ""negative""}","{""Iron ore"": ""negative""}",1,negative,ok,0
3764,Jindal Stainless Q3 net loss at Rs 301 crore,Jindal Stainless Q3 net loss at Rs 301 crore,9,"{""Jindal Stainless"": ""neutral""}","{""Jindal Stainless"": ""neutral""}",1,neutral,ok,0
3765,"JSPL hits 52-week low, down over 20% since July","JSPL hits 52-week low, down over 20% since July",9,"{""JSPL"": ""negative""}","{""JSPL"": ""negative""}",1,negative,ok,0
3766,JSPL Q4 net down 39% to Rs 477.45 crore,JSPL Q4 net down 39% to Rs 477.45 crore,9,"{""JSPL"": ""negative""}","{""JSPL"": ""negative""}",1,negative,ok,0
3767,JSW Steel slips over 4% as CBI registers inquiry,JSW Steel slips over 4% as CBI registers inquiry,9,"{""JSW Steel"": ""negative""}","{""JSW Steel"": ""negative""}",1,negative,ok,0
3768,Kapas futures fall 2 pc on weak global cues,Kapas futures fall 2 pc on weak global cues,9,"{""Kapas futures"": ""negative""}","{""Kapas futures"": ""negative""}",1,negative,ok,0
3769,"Known parties manipulated trades on MCX, says PwC audit","Known parties manipulated trades on MCX, says PwC audit",9,"{""MCX"": ""neutral"", ""PwC"": ""neutral""}","{""MCX"": ""neutral"", ""PwC"": ""neutral""}",2,neutral,ok,0
3770,"Koutons Retail: High debt, inventory to weigh on co","Koutons Retail: High debt, inventory to weigh on co",9,"{""Koutons Retail"": ""negative""}","{""Koutons Retail"": ""negative""}",1,negative,ok,0
3771,Lanco Infratech Q1 net loss at Rs 300 crore,Lanco Infratech Q1 net loss at Rs 300 crore,9,"{""Lanco Infratech"": ""neutral""}","{""Lanco Infratech"": ""neutral""}",1,neutral,ok,0
3772,Mahesh Kothari Share & Stock Brokers is defaulter: BSE,Mahesh Kothari Share & Stock Brokers is defaulter: BSE,9,"{""Mahesh Kothari Share & Stock Brokers"": ""negative""}","{""Mahesh Kothari Share & Stock Brokers"": ""negative""}",1,negative,ok,0
3773,Maintaining profits may get tougher now for ICICI Bank,Maintaining profits may get tougher now for ICICI Bank,9,"{""ICICI Bank"": ""negative""}","{""ICICI Bank"": ""negative""}",1,negative,ok,0
3774,Maize futures decline Rs 58 on weak spot demand,Maize futures decline Rs 58 on weak spot demand,9,"{""Maize futures"": ""negative""}","{""Maize futures"": ""negative""}",1,negative,ok,0
3775,Marico looks bullish but don't buy it: Sandeep Wagle,Marico looks bullish but don't buy it: Sandeep Wagle,9,"{""Marico"": ""negative""}","{""Marico"": ""negative""}",1,negative,ok,0
3776,Market taking bearish or a negative position: Ashwani Gujral,Market taking bearish or a negative position: Ashwani Gujral,9,"{""Market"": ""negative""}","{""Market"": ""negative""}",1,negative,ok,0
3777,Masket Q2 numbers disappoint; IT firms struggling: Mayuresh Joshi,Masket Q2 numbers disappoint; IT firms struggling: Mayuresh Joshi,9,"{""Masket"": ""negative""}","{""Masket"": ""negative""}",1,negative,ok,0
